SMILES,MW,ClogP,ClogS,TPSA,HBA,HBD,Rotatable Bonds
CSCc(cc(cc1)C(N(CC2)CCC2C(O)=O)=O)c1F,311.378,2.6255000000000006,79.88230000000003,57.61,3,1,4
C[C@@H](Cc1c(C)onc1C)C(N1[C@H](CCC(O)=O)CCCC1)=O,322.40500000000014,2.7159400000000007,85.06680000000004,83.63999999999999,4,1,6
C[C@@H](Cc1c(C)onc1C)C(N1[C@@H](CCC(O)=O)CCCC1)=O,322.40500000000014,2.7159400000000007,85.06680000000004,83.63999999999999,4,1,6
C[C@H](CC1)C[C@H](c2ccco2)N1C(c(cc1)cnc1C(O)=O)=O,314.34100000000007,2.986200000000001,82.07980000000003,83.63999999999999,4,1,3
CC(C)(C)OC(N1[C@H](C(F)(F)F)SC[C@H]1CC(O)=O)=O,315.313,2.702000000000001,66.41480000000004,66.84,4,1,2
CC(C)(C)OC(N1[C@H](C(F)(F)F)SC[C@@H]1CC(O)=O)=O,315.313,2.702000000000001,66.41480000000004,66.84,4,1,2
COCc1c(C(N2C[C@@H](CCC(O)=O)CCC2)=O)scc1,311.4029999999999,2.6115000000000013,80.52930000000005,66.84,4,1,6
COCc1c(C(N2C[C@H](CCC(O)=O)CCC2)=O)scc1,311.4029999999999,2.6115000000000013,80.52930000000005,66.84,4,1,6
C[C@@H](CN(C1CC1)C([C@@H]1c(cccc2)c2SC1)=O)C(O)=O,305.39900000000006,2.5876,81.44180000000004,57.61000000000001,3,1,5
C[C@H](Cc1c(C)onc1C)C(N1[C@@H](CCC(O)=O)CCCC1)=O,322.40500000000014,2.7159400000000007,85.06680000000004,83.63999999999999,4,1,6
C[C@H](Cc1c(C)onc1C)C(N1C[C@H](CCC(O)=O)CCC1)=O,322.40500000000014,2.5734400000000006,85.01880000000004,83.63999999999999,4,1,6
C[C@H](Cc1c(C)onc1C)C(N1C[C@@H](CCC(O)=O)CCC1)=O,322.40500000000014,2.5734400000000006,85.01880000000004,83.63999999999999,4,1,6
CC(C)Oc(ccc(C(O)=O)c1)c1NC(c1cccn1C)=O,302.33000000000004,2.7628000000000013,82.53150000000004,80.56,4,2,5
CC(C)(C)OC(N[C@H](CC(O)=O)c(cc1)cnc1Cl)=O,300.742,2.7755,73.61050000000004,88.51999999999998,4,2,4
C[C@H](CN(C1CC1)C([C@@H]1c(cccc2)c2SC1)=O)C(O)=O,305.39900000000006,2.5876,81.44180000000004,57.61000000000001,3,1,5
C[C@@H](CC1)C[C@@H](c2ccco2)N1C(c(cc1)cnc1C(O)=O)=O,314.34100000000007,2.986200000000001,82.07980000000003,83.63999999999999,4,1,3
C[C@@H](CC1)C[C@H](c2ccco2)N1C(c(cc1)cnc1C(O)=O)=O,314.34100000000007,2.986200000000001,82.07980000000003,83.63999999999999,4,1,3
CC(C)(C)[C@H](c1cn(C)nc1)NC(c(cc1)ccc1C(O)=O)=O,315.37300000000005,2.6355000000000004,86.27150000000005,84.22,4,2,4
CC(C)(C)[C@@H](c1cn(C)nc1)NC(c(cc1)ccc1C(O)=O)=O,315.37300000000005,2.6355000000000004,86.27150000000005,84.22,4,2,4
CC(C)n(cc1)nc1C(Nc1cc(CCC(O)=O)ccc1)=O,301.346,2.7335000000000003,82.96400000000004,84.22,4,2,6
CSCCC(N(CCC1)C[C@H]1c(cc1)ccc1C(O)=O)=O,307.4150000000001,2.8439000000000005,84.95530000000005,57.61,3,1,5
CSCCC(N(CCC1)C[C@@H]1c(cc1)ccc1C(O)=O)=O,307.4150000000001,2.8439000000000005,84.95530000000005,57.61,3,1,5
C[C@@H](Cc1cscc1)N(C)C(c(cc1)cnc1C(O)=O)=O,304.37100000000004,2.5445,80.77480000000003,70.5,4,1,5
CC(c1cccc([C@@H](C(O)=O)N(C)Cc2nccs2)c1F)=O,322.361,2.7425000000000015,80.36230000000003,70.5,5,1,6
C[C@H](Cc1cscc1)N(C)C(c(cc1)cnc1C(O)=O)=O,304.37100000000004,2.5445,80.77480000000003,70.5,4,1,5
OC(c1cccc(C(N(CCC2)[C@@H]2c2cccs2)=O)n1)=O,302.355,2.8186000000000018,78.52680000000004,70.5,4,1,3
CC(C)(C)n(c(C)c1)nc1C(N[C@H](C(O)=O)c1ccccc1)=O,315.37300000000005,2.502220000000001,86.24500000000005,84.22,4,2,4
OC([C@H](CCC1)N1C(c(cc1)ccc1Oc1cnccc1)=O)=O,312.3250000000001,2.5631000000000004,82.44730000000006,79.73,4,1,4
CC(C)[C@H](C(O)=O)NC(Nc1cccc(Br)c1)=O,315.16700000000003,2.6798,72.55820000000003,78.43,2,3,4
CC(C)c1ccc([C@H](C)NC(c2nn(C)cc2C(O)=O)=O)cc1,315.373,2.7327000000000004,86.57950000000004,84.22,4,2,5
CCn(cc1)nc1NC(C[C@@H](CC(O)=O)c1cccs1)=O,307.375,2.5516000000000005,80.46050000000004,84.22,5,2,7
CC[C@H](C)n1cnc(S(Nc2cc(O)c(C)cc2)(=O)=O)c1,309.3910000000001,2.668920000000001,80.88130000000004,84.22,5,2,5
CC(C)(C)n1nnc(/C=C/c2ncc(/C=C/C(O)=O)s2)c1,304.37500000000006,2.7578000000000005,82.72980000000004,80.9,6,1,4
OC([C@@H](CCC1)CN1C(c1cccn1Cc1cccs1)=O)=O,318.3980000000001,2.534700000000001,84.11630000000005,62.54,4,1,4
CC(C)(C)OC(N(CC[C@H]1c2ncccc2)C[C@H]1C(O)=O)=O,306.3620000000001,2.5068,80.52780000000006,79.73,4,1,2
CC(C)(C)OC(N(CC[C@H]1c2cnccc2)C[C@@H]1C(O)=O)=O,306.3620000000001,2.5068,80.52780000000006,79.73,4,1,2
CC(C)(C)OC(N(CC[C@H]1c2ncccc2)C[C@@H]1C(O)=O)=O,306.3620000000001,2.5068,80.52780000000006,79.73,4,1,2
C[C@H](C(N1)=NC(C)=CC1=O)N(CC1)CCC1C(OC(C)(C)C)=O,321.42100000000005,2.1930199999999997,88.15170000000005,75.28999999999999,5,1,3
C[C@@H](C(N1)=NC(C)=CC1=O)N(CC1)CCC1C(OC(C)(C)C)=O,321.42100000000005,2.1930199999999997,88.15170000000005,75.28999999999999,5,1,3
C[C@H](CC1)C[C@@H](c2ccco2)N1C(c(cc1)cnc1C(O)=O)=O,314.34100000000007,2.986200000000001,82.07980000000003,83.63999999999999,4,1,3
OC(c(cc1)ncc1C(N(CCC1)[C@H]1c1cccs1)=O)=O,302.355,2.818600000000001,78.52680000000004,70.5,4,1,3
OC(c(cc1)ncc1C(N(CCC1)[C@@H]1c1cscc1)=O)=O,302.355,2.818600000000001,78.52680000000004,70.5,4,1,3
OC(c(cc1)ncc1C(N(CCC1)[C@H]1c1cscc1)=O)=O,302.355,2.818600000000001,78.52680000000004,70.5,4,1,3
OC(c(cc1)ncc1C(N(CCC1)[C@@H]1c1cccs1)=O)=O,302.355,2.818600000000001,78.52680000000004,70.5,4,1,3
OC(c(cc1)ccc1C(N1C[C@H](c2cccs2)OCC1)=O)=O,317.3660000000001,2.660000000000001,82.31680000000006,66.84,4,1,3
COc(cc1)cc(NC([C@H](CCCC2)[C@@H]2C(O)=O)=O)c1OC,307.346,2.5333000000000006,81.25950000000005,84.86,4,2,5
OC([C@H](CCC1)N1C(c1nccc(Oc2ccccc2)c1)=O)=O,312.32500000000005,2.5631000000000004,82.44730000000006,79.73,4,1,4
OC([C@@H](CCC1)N1C(c1nccc(Oc2ccccc2)c1)=O)=O,312.32500000000005,2.5631000000000004,82.44730000000006,79.73,4,1,4
OC([C@@H](CCC1)N1C(c(cc1)ccc1Oc1cnccc1)=O)=O,312.3250000000001,2.5631000000000004,82.44730000000006,79.73,4,1,4
Cc1nc(cc(cc2)NC([C@H](CC=CC3)[C@H]3C(O)=O)=O)c2o1,300.314,2.741720000000001,80.36550000000003,92.43,4,2,3
Cc1nc(cc(cc2)NC([C@@H](CC=CC3)[C@@H]3C(O)=O)=O)c2o1,300.314,2.741720000000001,80.36550000000003,92.43,4,2,3
Cc1nc(cc(cc2)NC([C@H](CC=CC3)[C@@H]3C(O)=O)=O)c2o1,300.314,2.741720000000001,80.36550000000003,92.43,4,2,3
Cn1nc(C(C(F)(F)F)(F)F)c(C(F)(F)F)c1C(O)=O,312.116,2.791200000000001,45.118300000000005,55.12,3,1,2
CO[C@H](C[C@H]1CC(O)=O)CN1C(c(cc1)cc2c1scc2)=O,319.382,2.6055,84.31630000000006,66.84,4,1,4
CC(C)c1ccc([C@@H](C)NC(c2nn(C)cc2C(O)=O)=O)cc1,315.373,2.7327000000000004,86.57950000000004,84.22,4,2,5
OC(CCS[C@H](C(N1CCCCC1)=O)c1ccccc1)=O,307.41499999999996,2.948100000000001,84.32480000000005,57.61,3,1,6
OC(CCS[C@@H](C(N1CCCCC1)=O)c1ccccc1)=O,307.41499999999996,2.948100000000001,84.32480000000005,57.61,3,1,6
Cc1nc(cc(cc2)NC([C@@H](CC=CC3)[C@H]3C(O)=O)=O)c2o1,300.314,2.741720000000001,80.36550000000003,92.43,4,2,3
CC(C)(C)OC(N[C@@H](Cc1cn(C)c2c1cccc2)C(O)=O)=O,318.37300000000005,2.6987000000000005,87.41650000000006,80.56,4,2,4
CCc(sc([C@H]1SC[C@@H](C(O)=O)N1)c1)c1Br,322.24899999999997,2.8612,71.15550000000002,49.33,4,2,3
CCc(sc([C@H]1SC[C@H](C(O)=O)N1)c1)c1Br,322.24899999999997,2.8612,71.15550000000002,49.33,4,2,3
CCc(sc([C@@H]1SC[C@@H](C(O)=O)N1)c1)c1Br,322.24899999999997,2.8612,71.15550000000002,49.33,4,2,3
CCc(sc([C@@H]1SC[C@H](C(O)=O)N1)c1)c1Br,322.24899999999997,2.8612,71.15550000000002,49.33,4,2,3
CC(C)(C)OC(N1C[C@H](c(cc2)ccc2C(O)=O)OCC1)=O,307.3460000000001,2.693200000000001,79.90130000000005,76.07,4,1,2
C[C@@H](CN(C1CC1)C([C@H]1c(cccc2)c2SC1)=O)C(O)=O,305.39900000000006,2.5876,81.44180000000004,57.61000000000001,3,1,5
CCOc(cc(cc1)NC([C@H](CC=CC2)[C@H]2C(O)=O)=O)c1OC,319.3570000000001,2.6994000000000007,85.78250000000004,84.86,4,2,6
CCOc(cc(cc1)NC([C@@H](CC=CC2)[C@@H]2C(O)=O)=O)c1OC,319.3570000000001,2.6994000000000007,85.78250000000004,84.86,4,2,6
CCOc(cc(cc1)NC([C@H](CC=CC2)[C@@H]2C(O)=O)=O)c1OC,319.3570000000001,2.6994000000000007,85.78250000000004,84.86,4,2,6
CCOc(cc(cc1)NC([C@@H](CC=CC2)[C@H]2C(O)=O)=O)c1OC,319.3570000000001,2.6994000000000007,85.78250000000004,84.86,4,2,6
CCn1ncc(C(/C=C\c2cc(O[C@@H](C)C(O)=O)ccc2)=O)c1,314.341,2.6510000000000007,85.43330000000005,81.41999999999999,5,1,7
CCn1ncc(C(/C=C\c2cc(O[C@H](C)C(O)=O)ccc2)=O)c1,314.341,2.6510000000000007,85.43330000000005,81.41999999999999,5,1,7
CC(C)(C)n1ncc(C(NCc2ccc(C(O)=O)s2)=O)c1C,321.40200000000004,2.6362200000000007,84.40850000000005,84.22,5,2,4
CC(C)N(Cc1cccs1)C(c1nccc(C(O)=O)c1)=O,304.37100000000004,2.892100000000001,80.52480000000004,70.5,4,1,5
CCSCCN(c(cc(cc1)C(O)=O)c1N1CC2CC2)C1=O,320.4140000000001,2.664300000000001,88.88030000000005,64.23,5,1,7
CSCc(cc(cc1)C(N(CCCC2)[C@@H]2C(O)=O)=O)c1F,311.378,2.7680000000000007,79.93030000000003,57.61,3,1,4
CC(C)n(c(C)c1)nc1NC(Cc(cccc1)c1C(O)=O)=O,301.346,2.65182,83.08400000000003,84.22,4,2,5
CC(C)OCC[C@H](CCCC1)N1C(c1cccc(C(O)=O)n1)=O,320.38900000000007,2.589600000000001,85.57680000000005,79.73,4,1,6
CC(C)n1ncc(C(Nc2c(CC(O)=O)cccc2)=O)c1C,301.34600000000006,2.6518200000000007,83.08400000000003,84.22,4,2,5
CCC(CC)([C@H](C1)N(C)C(c2cc(C(O)=O)co2)=O)[C@H]1OC,309.362,2.6435000000000013,79.97780000000004,79.98,4,1,6
CC(C)c1nn(C)c(C(Nc2cc(C(O)=O)c(C)cc2)=O)c1,301.346,2.8024200000000015,83.38850000000004,84.22,4,2,4
CCn1ncc(C(Nc2ccc(C(C)(C)C(O)=O)cc2)=O)c1,301.346,2.5175,82.95800000000004,84.22,4,2,5
CC(C)c1nn(C)c(C(Nc(ccc(C(O)=O)c2)c2OC)=O)c1,317.3450000000001,2.502600000000001,85.20350000000005,93.45000000000002,5,2,5
CCC(CC)([C@@H](C1)N(C)C(c2cc(C(O)=O)co2)=O)[C@H]1OC,309.362,2.6435000000000013,79.97780000000004,79.98,4,1,6
CC(C)(C)OC(N1C[C@@H](c(cc2)ccc2C(O)=O)OCC1)=O,307.3460000000001,2.693200000000001,79.90130000000005,76.07,4,1,2
CCC(CC)([C@H](C1)N(C)C(c2ccc(C(O)=O)o2)=O)[C@H]1OC,309.362,2.6435000000000004,79.97780000000004,79.98,4,1,6
CCC(CC)([C@@H](C1)N(C)C(c2ccc(C(O)=O)o2)=O)[C@@H]1OC,309.362,2.6435000000000004,79.97780000000004,79.98,4,1,6
CCC(CC)([C@@H](C1)N(C)C(c2ccc(C(O)=O)o2)=O)[C@H]1OC,309.362,2.6435000000000004,79.97780000000004,79.98,4,1,6
CO[C@H](C[C@@H]1CC(O)=O)CN1C(c(cc1)cc2c1scc2)=O,319.382,2.6055,84.31630000000006,66.84,4,1,4
CO[C@@H](C[C@H]1CC(O)=O)CN1C(c(cc1)cc2c1scc2)=O,319.382,2.6055,84.31630000000006,66.84,4,1,4
CC(C)(C)OC(N[C@@H]1C[C@](C2)(C[C@@H]2C(O)=O)SCC1)=O,301.4080000000001,2.6401000000000003,77.94050000000006,75.63,4,2,2
CC(C)(C)OC(N[C@H]1C[C@](C2)(C[C@@H]2C(O)=O)SCC1)=O,301.4080000000001,2.6401000000000003,77.94050000000006,75.63,4,2,2
CO[C@@H](C[C@@H]1CC(O)=O)CN1C(c(cc1)cc2c1scc2)=O,319.382,2.6055,84.31630000000006,66.84,4,1,4
CC(C)(C)OC(N[C@H](CC[C@H]1C(O)=O)C[C@@H]1C(F)(F)F)=O,311.29999999999995,2.9429000000000007,67.67950000000003,75.63,3,2,2
CC(C)(C)OC(N[C@H](CC[C@@H]1C(O)=O)C[C@@H]1C(F)(F)F)=O,311.29999999999995,2.9429000000000007,67.67950000000003,75.63,3,2,2
CC(C)(C)OC(N[C@H](CC[C@H]1C(O)=O)C[C@H]1C(F)(F)F)=O,311.29999999999995,2.9429000000000007,67.67950000000003,75.63,3,2,2
CC(C)(C)OC(N[C@H](CC[C@@H]1C(O)=O)C[C@H]1C(F)(F)F)=O,311.29999999999995,2.9429000000000007,67.67950000000003,75.63,3,2,2
C[C@H]([C@H](C(O)=O)NC(OCc1ccccc1)=O)OC(C)(C)C,309.3620000000001,2.5696000000000003,81.48650000000006,84.86,4,2,6
CC(C)(C)OC(N(CC1)CC=C1C(C=C1C(O)=O)=CNC1=O)=O,320.345,2.0973,84.42300000000003,99.69999999999999,4,2,2
CC[C@@H](C)n1cnc(S(Nc2cc(O)c(C)cc2)(=O)=O)c1,309.3910000000001,2.668920000000001,80.88130000000004,84.22,5,2,5
CC(C)c1cc(C(N[C@@H](CC(O)=O)c2cccs2)=O)nn1C,321.40200000000004,2.5508000000000006,84.07600000000004,84.22,5,2,6
CC(C)c1nn(C)c(C(N[C@H](CC(O)=O)c2cccs2)=O)c1,321.40200000000004,2.5508000000000006,84.07600000000005,84.22,5,2,6
CC(C)c1nn(C)c(C(N[C@@H](CC(O)=O)c2cccs2)=O)c1,321.40200000000004,2.5508000000000006,84.07600000000005,84.22,5,2,6
CC(c1cccc([C@H](C(O)=O)N(C)Cc2nccs2)c1F)=O,322.361,2.7425000000000015,80.36230000000003,70.5,5,1,6
CC(C)(C)n(c(C)c1)nc1C(N[C@@H](C(O)=O)c1ccccc1)=O,315.37300000000005,2.502220000000001,86.24500000000005,84.22,4,2,4
Cc(cc1)ccc1-c1c(C(N(CC2)CCC2C(O)=O)=O)nco1,314.34099999999995,2.5868200000000003,82.93930000000003,83.64,4,1,3
CCC(CC)([C@H](C1)N(C)C(c2cc(C(O)=O)co2)=O)[C@@H]1OC,309.362,2.6435000000000013,79.97780000000004,79.98,4,1,6
CCC(CC)([C@H](C1)N(C)C(c2ccc(C(O)=O)o2)=O)[C@@H]1OC,309.362,2.6435000000000004,79.97780000000004,79.98,4,1,6
COc1cc(C(O)=O)cc(C(N2C[C@@H](CSC)CCC2)=O)c1,323.4140000000001,2.608600000000001,86.96280000000004,66.84,4,1,5
COc1cc(C(O)=O)cc(C(N2C[C@H](CSC)CCC2)=O)c1,323.4140000000001,2.608600000000001,86.96280000000004,66.84,4,1,5
C[C@H](CN(C1CC1)C([C@H]1c(cccc2)c2SC1)=O)C(O)=O,305.39900000000006,2.5876,81.44180000000004,57.61000000000001,3,1,5
CC(C)OCC[C@@H](CCCC1)N1C(c1cccc(C(O)=O)n1)=O,320.38900000000007,2.589600000000001,85.57680000000005,79.73,4,1,6
CC(c1cccc(-n2c(SCC(O)=O)nnc2C2CC2)c1)=O,317.37000000000006,2.524000000000001,81.69830000000005,85.08000000000001,6,1,6
C[C@@H](c1c(CC2)scc1)N2C(c1nccc(C(O)=O)c1)=O,302.3550000000001,2.6008000000000004,78.67080000000003,70.5,4,1,2
C[C@H](c1c(CC2)scc1)N2C(c1nccc(C(O)=O)c1)=O,302.3550000000001,2.6008000000000004,78.67080000000003,70.5,4,1,2
OC(c1cc(C(N(CCC2)[C@@H]2c2cccs2)=O)ncc1)=O,302.355,2.818600000000001,78.52680000000004,70.5,4,1,3
CCC(CC)([C@@H](C1)N(C)C(c2cc(C(O)=O)co2)=O)[C@@H]1OC,309.362,2.6435000000000013,79.97780000000004,79.98,4,1,6
OC(c1cc(C(N(CCC2)[C@H]2c2cccs2)=O)ncc1)=O,302.355,2.818600000000001,78.52680000000004,70.5,4,1,3
COc(cc1)cc(OC)c1NC([C@@H](CCCC1)[C@@H]1C(O)=O)=O,307.346,2.5332999999999997,81.25950000000003,84.85999999999999,4,2,5
Cc(cc1)ccc1-c1c(C(N(CCC2)C[C@H]2C(O)=O)=O)nco1,314.34099999999995,2.5868200000000003,82.93930000000003,83.64,4,1,3
Cc(cc1)ccc1-c1c(C(N(CCC2)C[C@@H]2C(O)=O)=O)nco1,314.34099999999995,2.5868200000000003,82.93930000000003,83.64,4,1,3
COc(cc1)cc(NC([C@H](CCCC2)[C@H]2C(O)=O)=O)c1OC,307.346,2.5333000000000006,81.25950000000005,84.86,4,2,5
COc(cc1)cc(NC([C@@H](CCCC2)[C@H]2C(O)=O)=O)c1OC,307.346,2.5333000000000006,81.25950000000005,84.86,4,2,5
CC[C@@H](CCC(Nc(cc1)nn1-c1ccccc1)=O)C(O)=O,301.3460000000001,2.7018000000000004,82.84450000000004,84.22,4,2,7
CC[C@H](CCC(Nc(cc1)nn1-c1ccccc1)=O)C(O)=O,301.3460000000001,2.7018000000000004,82.84450000000004,84.22,4,2,7
CCOC(c(cc1)ccc1NC([C@H](CCCC1)[C@H]1C(O)=O)=O)=O,319.35699999999997,2.692800000000001,84.11200000000004,92.69999999999999,4,2,5
COc(cc1)cc(OC)c1NC([C@@H](CCCC1)[C@H]1C(O)=O)=O,307.346,2.5332999999999997,81.25950000000003,84.85999999999999,4,2,5
COc(cc1)cc(OC)c1NC([C@H](CCCC1)[C@@H]1C(O)=O)=O,307.346,2.5332999999999997,81.25950000000003,84.85999999999999,4,2,5
COc(ccc(NC([C@H](CCCC1)[C@H]1C(O)=O)=O)c1)c1OC,307.346,2.5333000000000006,81.25950000000005,84.86,4,2,5
CC(C)c1cc(C(N[C@H](CC(O)=O)c2cccs2)=O)nn1C,321.40200000000004,2.5508000000000006,84.07600000000004,84.22,5,2,6
CC(C)c1cc(C(Nc(cc(cc2)C(O)=O)c2F)=O)nn1C,305.309,2.6331000000000007,78.60950000000003,84.22,4,2,4
C[C@@H]([C@H](C(O)=O)NC(OC(C)(C)C)=O)OCc1ccccc1,309.36199999999997,2.5696000000000003,81.48650000000006,84.86,4,2,6
C[C@H]([C@@H](C(O)=O)NC(OC(C)(C)C)=O)OCc1ccccc1,309.36199999999997,2.5696000000000003,81.48650000000006,84.86,4,2,6
CCn(cc1)nc1NC(C[C@H](CC(O)=O)c1cccs1)=O,307.375,2.5516000000000005,80.46050000000004,84.22,5,2,7
CC(C)(C)OC(NOC(CC(O)=O)(CC1)CCC1(F)F)=O,309.3089999999999,2.865500000000001,68.85350000000004,84.85999999999999,4,2,4
CC(C)(C)OC(N[C@@H](CC(O)=O)c(cc1)cnc1Cl)=O,300.742,2.7755,73.61050000000004,88.51999999999998,4,2,4
C[C@@H]([C@H](C(O)=O)NC(OCc1ccccc1)=O)OC(C)(C)C,309.3620000000001,2.5696000000000003,81.48650000000006,84.86,4,2,6
CC(C)(C)OC(NCCn(cc1)c2c1ccc(C(O)=O)c2)=O,304.34600000000006,2.8642000000000003,83.13400000000004,80.56,4,2,4
CC(C)(C)OC(N[C@H](Cc1cn(C)c2c1cccc2)C(O)=O)=O,318.37300000000005,2.6987000000000005,87.41650000000006,80.56,4,2,4
C[C@@H]([C@@H](C(O)=O)NC(OCc1ccccc1)=O)OC(C)(C)C,309.3620000000001,2.5696000000000003,81.48650000000006,84.86,4,2,6
C[C@H]([C@@H](C(O)=O)NC(OCc1ccccc1)=O)OC(C)(C)C,309.3620000000001,2.5696000000000003,81.48650000000006,84.86,4,2,6
CSCC[C@@H](CO)n1c(-c(cccc2)c2C(O)=O)ncc1,306.387,2.5347999999999997,83.74410000000003,75.35,5,2,7
CCSCc(cc1)ccc1C(N(CC1)C[C@@]1(C)C(O)=O)=O,307.415,2.876500000000001,84.54130000000005,57.61,3,1,5
CCSCc(cc1)ccc1C(N(CC1)C[C@]1(C)C(O)=O)=O,307.415,2.876500000000001,84.54130000000005,57.61,3,1,5
Cc1ccc([C@@H](CCC2)N2C(c(cc2)cnc2C(O)=O)=O)o1,300.3140000000001,2.65852,77.65280000000003,83.64,4,1,3
C[NH+](C)CCN(CC1)CCC1[NH2+][C@@H](CCC1)c2c1scc2,309.52299999999997,0.2978000000000032,89.06310000000006,24.29,2,2,5
C[NH+](C)CCN(CC1)CCC1[NH2+][C@H](CCC1)c2c1scc2,309.52299999999997,0.2978000000000032,89.06310000000006,24.29,2,2,5
CC(C)C(CC1)CCN1C(C(C(SC)=N1)=C(C)NC1=O)=O,309.43500000000006,2.30842,84.84120000000003,66.06,4,1,3
CC(C)N(C[C@@H]1[N@H+](Cc2ccccc2)CCCC1)C([C@H](C)[NH3+])=O,319.49300000000005,0.49140000000000245,92.81380000000006,52.39,1,2,6
CC(C)[N@@H+](C[C@@H](CCCC1)N1C([C@H](C)[NH3+])=O)Cc1ccccc1,319.493,0.4914000000000041,92.81380000000006,52.39,1,2,6
CC(C)[N@@H+](C[C@H](CCCC1)N1C([C@H](C)[NH3+])=O)Cc1ccccc1,319.493,0.4914000000000041,92.81380000000006,52.39,1,2,6
CC(C)N(C[C@H]1[N@H+](Cc2ccccc2)CCCC1)C([C@H](C)[NH3+])=O,319.49300000000005,0.49140000000000245,92.81380000000006,52.39,1,2,6
CCOC([C@@H](C[NH3+])[C@@]1([C@@](C)(CC2)C(C)(C)[C@@H]2C1)[NH+]1CCCC1)=O,324.5090000000001,0.6713000000000022,89.76880000000006,58.38,2,2,5
CCOC([C@@H](C[NH3+])[C@]1([C@@](C)(CC2)C(C)(C)[C@@H]2C1)[NH+]1CCCC1)=O,324.5090000000001,0.6713000000000022,89.76880000000006,58.38,2,2,5
CCOC([C@H](C[NH3+])[C@@]1([C@@](C)(CC2)C(C)(C)[C@@H]2C1)[NH+]1CCCC1)=O,324.5090000000001,0.6713000000000022,89.76880000000006,58.38,2,2,5
CCOC([C@H](C[NH3+])[C@]1([C@@](C)(CC2)C(C)(C)[C@@H]2C1)[NH+]1CCCC1)=O,324.5090000000001,0.6713000000000022,89.76880000000006,58.38,2,2,5
CC(C)[N@@H+](C)C[C@H]1OC[C@H]2[C@@H]1C[N@@H+](Cc1csc(C)n1)CC2,325.5220000000001,-0.2055799999999952,89.47840000000005,31.000000000000004,3,2,5
OC(/C=C\C(N(c1ccccc1)c(cccc1)c1C(O)=O)=O)=O,311.29300000000006,2.6903000000000006,83.76510000000006,94.91,3,2,5
CC(C[C@H]1C(O)=O)=C(C)C[C@]1(C(O)=O)c(cc1)ccc1OC,304.34200000000004,2.848600000000001,81.04160000000006,83.83,3,2,4
CC(C[C@@H]1C(O)=O)=C(C)C[C@]1(C(O)=O)c(cc1)ccc1OC,304.34200000000004,2.848600000000001,81.04160000000006,83.83,3,2,4
CC(C[C@@H]1C(O)=O)=C(C)C[C@@]1(C(O)=O)c(cc1)ccc1OC,304.34200000000004,2.848600000000001,81.04160000000006,83.83,3,2,4
CC(C[C@H]1C(O)=O)=C(C)C[C@@]1(C(O)=O)c(cc1)ccc1OC,304.34200000000004,2.848600000000001,81.04160000000006,83.83,3,2,4
CC(CCC(O)=O)(CCC(O)=O)C(c(cc1)ccc1OC)=O,308.3300000000001,2.6138000000000012,79.17110000000005,100.9,4,2,9
C1[C@H]([C@@H]([C@H]2N3CCCCC3)[NH2+]C3CSCCSC3)[C@H]2OC1,329.55500000000006,1.040200000000001,91.21040000000006,29.080000000000002,4,1,3
CC[C@@H](C(N[C@H](CC1)CC[N@@H+]1C1CCSCC1)=O)[N@H+](C)CC,329.55400000000003,-0.6412999999999953,93.71510000000006,37.98,2,3,6
CC[C@H](C(N[C@H](CC1)CC[N@@H+]1C1CCSCC1)=O)[N@H+](C)CC,329.55400000000003,-0.6412999999999953,93.71510000000006,37.98,2,3,6
CN([C@H](C1)C[C@@H](C2)[C@H]1C[C@@H]2[NH+](C)C)C(c1ccc(CC[NH3+])cc1)=O,331.50400000000013,0.24470000000000408,95.82930000000006,52.39,1,2,5
CCOC([C@H]1CC[N@H+](C[C@H](COc2cccc(Cl)c2)O)CC1)=O,342.84300000000013,0.9377000000000002,87.87450000000004,60.2,4,2,7
CCOC([C@H]1CC[N@H+](C[C@@H](COc2cccc(Cl)c2)O)CC1)=O,342.84300000000013,0.9377000000000002,87.87450000000004,60.2,4,2,7
[NH3+][C@H](C(N(CC1)CCC1OC[C@H]1OCCCC1)=O)c1ccccc1,333.452,1.5463000000000005,91.21610000000005,66.41,3,1,5
[NH3+][C@@H](C(N(CC1)CCC1OC[C@@H]1OCCCC1)=O)c1ccccc1,333.452,1.5463000000000005,91.21610000000005,66.41,3,1,5
[NH3+][C@H](C(N(CC1)CCC1OC[C@@H]1OCCCC1)=O)c1ccccc1,333.452,1.5463000000000005,91.21610000000005,66.41,3,1,5
[NH3+][C@@H](C(N(CC1)CCC1OC[C@H]1OCCCC1)=O)c1ccccc1,333.452,1.5463000000000005,91.21610000000005,66.41,3,1,5
C[C@H](CC[N@H+](CC1)CC[C@]1(CC1)CN(CCOC)C1=O)SC,329.53,1.0619000000000005,92.51470000000006,33.980000000000004,3,1,7
COc1cccc([C@H](C2)[C@H]3[N@H+](CC4)CC[C@H]4[C@H]3N2C(CSC)=O)c1,347.5040000000001,1.0297000000000003,96.82670000000006,33.980000000000004,3,1,4
COc1cccc([C@@H](C2)[C@H]3[N@H+](CC4)CC[C@H]4[C@H]3N2C(CSC)=O)c1,347.5040000000001,1.0297000000000003,96.82670000000006,33.980000000000004,3,1,4
Cc1nc(ccc(S(N(CCC2)CC[C@H]2[NH3+])(=O)=O)c2)c2s1,326.467,1.38982,83.64290000000004,77.91,4,1,2
